ImageID,Thumbnail300KURL
4fa8054781a4c382,https://c1.staticflickr.com/6/5310/5898076654_00643a940c_z.jpg
b37f763ae67d0888,https://c3.staticflickr.com/1/67/197493648_628a7cb2ee_z.jpg?zz=1
7e8584b0f487cb9e,https://c7.staticflickr.com/8/7056/7143870979_56dd322762_z.jpg
86638230febe21c4,https://c4.staticflickr.com/6/5128/5301868579_5920494a8f_z.jpg
249086e72671397d,https://c1.staticflickr.com/4/3930/15342460029_01c591f592_z.jpg
3c2fad96113ca97e,https://c7.staticflickr.com/1/668/21529344631_32909de195_z.jpg
c9e409f562248252,https://c5.staticflickr.com/4/3892/14587227141_6acfca73cc_z.jpg
63ed20ef9abd046c,https://c2.staticflickr.com/5/4024/4323769914_019217fa79_z.jpg
4ce684871c147d4c,https://c8.staticflickr.com/4/3871/14594283694_999f631f05_z.jpg
8d0cbf68276262bb,https://c6.staticflickr.com/8/7335/12405729553_266d8b8481_z.jpg
51c5d8d5d9cd87ca,https://c7.staticflickr.com/1/95/222640893_86cf9e06d3_z.jpg
0199bc3e1db115d0,https://c3.staticflickr.com/7/6240/6326636622_c841ab9b8a_z.jpg
6d03c35a6ff2c268,https://c7.staticflickr.com/8/7247/7031812547_57a489ee89_z.jpg
0bc9342cba0a3088,https://c2.staticflickr.com/8/7514/16027156246_ca2a1346c7_z.jpg
b0813c5f9be81380,https://c1.staticflickr.com/6/5570/14194964701_5e10de1d7a_z.jpg
7f7beb2c459f3420,https://c2.staticflickr.com/3/2915/14078652031_758f0df2c5_z.jpg
13ac71f3f9be39b1,https://c6.staticflickr.com/8/7550/16100965099_2eb9641994_z.jpg
227ec002dd50286f,https://c3.staticflickr.com/7/6167/6148156477_b1eb5e7818_z.jpg
6642993a76366217,https://c6.staticflickr.com/2/1229/1248563060_87433a3d8f_z.jpg?zz=1
82af8aeb62a3e757,https://c3.staticflickr.com/5/4024/4285022522_0c360a1c7c_z.jpg
056b813c61869a61,https://c5.staticflickr.com/4/3227/2467157966_6d0864685f_z.jpg?zz=1
4f03a79f647f9883,https://c4.staticflickr.com/9/8729/16609399917_c91a3d87d9_z.jpg
6e25a4e7f2da24e6,https://c5.staticflickr.com/4/3836/14914119879_bf6d988840_z.jpg
af2d5315e4ce8db3,https://c7.staticflickr.com/1/108/301275695_b6c35bcc8d_z.jpg
8cbfd00eecc16846,https://c1.staticflickr.com/4/3434/3387867256_8f947302ca_z.jpg?zz=1
79093b08590db299,https://c7.staticflickr.com/3/2731/4174544191_8be3ec30f2_z.jpg
14d56131d1f836a9,https://c3.staticflickr.com/3/2867/13524336924_f4c62e597d_z.jpg
0310fbeb641f3af8,https://c1.staticflickr.com/9/8765/17683556749_87fd1c1432_z.jpg
5898b47d910e5e0a,https://c7.staticflickr.com/3/2943/15340150431_c670caaacb_z.jpg
9c9ab580e3583492,https://c7.staticflickr.com/8/7437/9737323118_48de700625_z.jpg
32ae9bc90b0df9fb,https://c7.staticflickr.com/7/6221/6271161652_d8d3451ede_z.jpg
9cb5dd731f88c023,https://c3.staticflickr.com/3/2721/5796182797_f8d9f1f978_z.jpg
09d5c268663a47e2,https://c2.staticflickr.com/9/8837/18700600876_367db133f4_z.jpg
e037e37abcfcd53b,https://c4.staticflickr.com/8/7290/10783232614_47ecac25fb_z.jpg
02177f2e5840b23d,https://c4.staticflickr.com/5/4044/5143636300_6e557cd648_z.jpg
3391efee60ae14bb,https://c8.staticflickr.com/7/6029/6021246355_631ccfecfe_z.jpg
23732e1b3cc16a14,https://c1.staticflickr.com/4/3117/2508651938_9f2ac0b243_z.jpg
87f7197784f2a4dd,https://c2.staticflickr.com/9/8165/7681236564_f1396819ce_z.jpg
568b088fefea3046,https://c4.staticflickr.com/2/1274/5184826115_5594d5afcb_z.jpg
398d76016e6cb184,https://c2.staticflickr.com/4/3790/12309075964_739e47ba67_z.jpg
ead1bb5973274ab7,https://c5.staticflickr.com/9/8713/16363758634_a919db0dcd_z.jpg
6e05b3c3486e10e6,https://c2.staticflickr.com/1/3/6447081_de88a0705d_z.jpg
6a533a3cd2097b84,https://c2.staticflickr.com/1/12/16458423_001c8b122c_z.jpg
999cc9b521260d99,https://c3.staticflickr.com/8/7147/6630031491_47664d4b79_z.jpg
0710345630c6468c,https://c5.staticflickr.com/9/8182/8042853066_71f6a32cd0_z.jpg
98e556200eb17a33,https://c2.staticflickr.com/7/6091/6260619644_5f88599134_z.jpg
86cb93851527698a,https://c1.staticflickr.com/8/7398/9115108144_52ca05dde8_z.jpg
348a16712cd2f283,https://c3.staticflickr.com/1/187/481874094_639d615c73_z.jpg
f66870e06e21929b,https://c4.staticflickr.com/8/7450/12990465045_0e33e3300a_z.jpg
9616f5f26b76b4b4,https://c2.staticflickr.com/4/3806/9328438064_6085774e5a_z.jpg
f1129f2a0b82cc03,https://c4.staticflickr.com/8/7287/16900966276_282b4324fa_z.jpg
3c93a94eeb2560ec,https://c5.staticflickr.com/7/6044/6303042574_bb34671d9f_z.jpg
df1af3b34f11a0d2,https://c3.staticflickr.com/5/4088/5175765831_df0b3b3c1f_z.jpg
1b2615e799c4a9b9,https://c6.staticflickr.com/8/7075/6859797304_b1df57d982_z.jpg
4e556e7dc5d29d02,https://c3.staticflickr.com/7/6200/6147267502_4f6ffa6efd_z.jpg
92e5ae5b065994a7,https://c7.staticflickr.com/9/8523/8630136435_8f4284ddc7_z.jpg
cd329b922daa73bb,https://c6.staticflickr.com/6/5443/18231828633_62b0dbeb9f_z.jpg
fe7ea1bef8260dbf,https://c2.staticflickr.com/8/7629/16558371028_30ea07b330_z.jpg
ddcb4b7478e9917b,https://c4.staticflickr.com/4/3199/2887130819_4733d62034_z.jpg
1f7128c6738f39d6,https://c7.staticflickr.com/9/8610/15735020594_16da34737d_z.jpg
9ec02b5c0315fcd1,https://c2.staticflickr.com/6/5613/15283317839_2a0c2650d2_z.jpg
a641e14d7c45348c,https://c7.staticflickr.com/4/3881/15161181415_86a877624c_z.jpg
91d0f68a8373800b,https://c7.staticflickr.com/4/3390/3474684694_796e4a402d_z.jpg?zz=1
bb162f34ede14382,https://c6.staticflickr.com/4/3130/3247101661_5c69c665fc_z.jpg
bc3beb8c4571d5ca,https://c4.staticflickr.com/6/5593/14960969116_db299bef39_z.jpg
c7794c8631a8448a,https://c7.staticflickr.com/9/8167/7562846292_db5b64bb76_z.jpg
2935d9f3d6e4f06d,https://c3.staticflickr.com/6/5777/20945997266_f89c043bcf_z.jpg
ec25c2951d6df8e4,https://c6.staticflickr.com/4/3420/3349556787_36ee1fd454_z.jpg
2c749ffa0b73ed67,https://c8.staticflickr.com/5/4106/5128987817_863455fa9d_z.jpg
314a7f3b3ab412da,https://c6.staticflickr.com/4/3080/3120551005_7e17fc1eaa_z.jpg
d790143ff79e8c36,https://c7.staticflickr.com/6/5570/14534386979_9493616e65_z.jpg
c05320aee4d264b5,https://c1.staticflickr.com/1/70/165005867_72fc05e16e_z.jpg
a1e52a03e5b4b34e,https://c3.staticflickr.com/2/1092/571506430_f95d0d8d15_z.jpg
55dcbe685b26bce6,https://c4.staticflickr.com/5/4073/4805351823_bdde2c8755_z.jpg
25e3acb1a25707dd,https://c5.staticflickr.com/8/7659/17891339551_58730964d2_z.jpg
b6c9a8cf2ec3ca30,https://c8.staticflickr.com/3/2123/3634960005_988ca6eb03_z.jpg?zz=1
468733c67b3de230,https://c7.staticflickr.com/8/7075/7268498868_9d435dd39f_z.jpg
d65888fa1e76c1b0,https://c6.staticflickr.com/7/6123/6005938407_2ea5bdca6a_z.jpg
1fb92e4c7091b6d2,https://c4.staticflickr.com/4/3755/10007690676_c5e7c20c60_z.jpg
c9c0a72fe1816773,https://c2.staticflickr.com/7/6067/6120245663_7db9f58bd7_z.jpg
8169378e121f6f92,https://c6.staticflickr.com/9/8288/7854886484_d8859b383f_z.jpg
e66fcac0410d470c,https://c8.staticflickr.com/3/2686/4144590966_31e423f5c9_z.jpg
bee06525abaec2f2,
9aaa4a4bce049a85,https://c7.staticflickr.com/9/8164/7388947910_1ce897b2c7_z.jpg
b813825ea79516ba,https://c6.staticflickr.com/1/49/183468269_32f7556f0a_z.jpg?zz=1
3d4a1d1c73fcf061,https://c1.staticflickr.com/6/5484/11953977683_af12c5c599_z.jpg
4c0f429fe9e1d963,https://c8.staticflickr.com/9/8294/7765419316_95ca7f53d5_z.jpg
51445440d8113434,https://c7.staticflickr.com/3/2931/14720192716_214ee923d0_z.jpg
713cb8ed107de79c,https://c6.staticflickr.com/1/159/412347322_733af51046_z.jpg?zz=1
cd1c51182b288235,https://c2.staticflickr.com/8/7451/10676058616_5dcd28612e_z.jpg
7b0b7110b4ebc119,https://c7.staticflickr.com/4/3640/3400514056_aed22382fa_z.jpg
944b3716db25b4f6,https://c7.staticflickr.com/6/5283/5225311581_92afc20cac_z.jpg
8fb129fbd1009c81,https://c5.staticflickr.com/4/3843/18644196670_d37070f02f_z.jpg
d4e0fb0fd4eb61f9,https://c1.staticflickr.com/8/7366/9451000734_52a75e29e2_z.jpg
194eef1a3edbdceb,https://c2.staticflickr.com/7/6059/6320587409_ea6bdc8267_z.jpg
cad7f721c4ed54cf,https://c4.staticflickr.com/8/7781/18203407081_11edd335ce_z.jpg
14ea04fa0806d278,https://c2.staticflickr.com/5/4096/4867884390_ed1718e259_z.jpg
db830df6a7b6d490,https://c4.staticflickr.com/4/3818/20020989121_1aa7977634_z.jpg
812ee03ce7371f17,https://c5.staticflickr.com/3/2884/11737502333_151a5e0fd5_z.jpg
9bca3052fba67c09,https://c4.staticflickr.com/6/5581/14147422640_39342ccd84_z.jpg
100,0
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,1
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,1
160,1
161,0
162,0
163,0
164,1
165,1
166,0
167,0
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,1
185,0
186,0
187,0
188,0
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,1
197,1
198,1
199,1
200,1
201,0
202,1
203,0
204,1
205,1
206,1
207,0
208,0
209,0
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,0
218,0
219,0
220,1
221,1
222,0
223,1
224,1
225,1
226,1
227,0
228,1
229,1
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
